60	213.107
180	258.083
300	312.809
420	396.573
540	446.979
660	498.25
780	516.781
1020	537.758
1260	591.336
1500	654.77
1740	669.769
1980	662.62
2220	727.552
2460	707.333
2700	752.259
2940	729.734
3180	735.795
3420	784.165
3660	831.829
3900	854.201
4140	875.276
4380	864.605
4620	879.374
4860	891.339
5100	928.295
5340	975.701
5580	947.447
5820	981.598
6060	985.676
6300	998.079
6540	987.112
6780	1031.494
7020	1006.159
7260	1011.339
7500	1025.845
7740	1007.46
7980	1021.337
8220	1003.495
8460	1042.122
8700	1028.257
8940	1050.471
