60	178.822
180	301.837
300	385.213
420	475.631
540	550.75
660	606.198
780	648.267
900	674.574
1020	704.964
1260	728.395
1500	788.269
1740	819.841
1980	819.914
2220	909.482
2460	948.355
2700	1021.058
2940	1064.241
3180	1100.896
3420	1083.6
3660	1170.615
3900	1254.238
4140	1246.422
4380	1254.788
4620	1260.934
4860	1328.478
5100	1407.672
5340	1421.458
5580	1383.442
5820	1369.096
6060	1407.723
6300	1460.273
6540	1453.696
6780	1434.505
7020	1423.543
7260	1480.45
7500	1494.74
7740	1505.043
7980	1523.174
8220	1555.923
8460	1590.007
8700	1584.652
8940	1620.08
9180	1639.941
9420	1557.249
9660	1723.912
9900	1678.675
