60	243.527
240	389.639
420	530.62
600	679.597
780	730.913
1020	849.032
1260	927.646
1500	993.667
1740	1049.298
1980	1090.929
2220	1159.37
2460	1138.133
2700	1200.583
2940	1271.789
3180	1248.437
3420	1329.85
3660	1390.763
3900	1379.485
4140	1392.273
4380	1461.049
4620	1476.913
4860	1520.358
5100	1530.935
5340	1499.948
5580	1529.114
5820	1525.804
6060	1515.405
6300	1589.011
6540	1554.236
6780	1574.998
7020	1608.103
7260	1630.911
7500	1594.289
7740	1612.665
7980	1612.127
8220	1636.808
8460	1640.31
8700	1590.369
8940	1541.39
9180	1611.747
9420	1620.931
9660	1644.759
